iter	Logloss
182	0.0009185805295
183	0.0009185805295
184	0.0009185805295
185	0.0009185752154
186	0.0009185761891
187	0.0009185761891
188	0.0009185749121
189	0.0009185624002
190	0.000918569553
191	0.000918569553
192	0.0009185677742
193	0.0009185750685
194	0.0009185786374
195	0.0009185754617
196	0.0009185543523
197	0.0009185607141
198	0.0009185607141
199	0.0009185607112
200	0.0009185607112
201	0.0009023257739
202	0.0009023133032
203	0.0009023058029
204	0.0009023025148
205	0.0009023025148
206	0.0009023097913
207	0.0009023113417
208	0.0009023114511
209	0.0009022886406
210	0.0009022966436
211	0.0009022920935
212	0.0009022897774
213	0.0009022925674
214	0.000902278037
215	0.0009022761458
216	0.0009022766851
217	0.0009022568864
218	0.0009022586615
219	0.0009022530777
220	0.0009022607062
221	0.0009022614852
222	0.0009022490677
223	0.0009022613175
224	0.0009022566438
225	0.000902252045
226	0.0009022515057
227	0.0009022425786
228	0.0009022486192
229	0.0009022347658
230	0.0009022332341
231	0.0009022183321
232	0.0009022322745
233	0.0009022352405
234	0.0009022103216
235	0.0009022103216
236	0.0009021981505
237	0.0009022068051
238	0.0009022068051
239	0.0009022087038
240	0.0009021923767
241	0.0009022028588
242	0.0009021997626
243	0.0009021993244
244	0.0009021916548
245	0.0009021960505
246	0.0009022005182
247	0.000902179348
248	0.0009021958212
249	0.0009021879006
250	0.0009021879006
251	0.0009022037268
252	0.0009021796355
253	0.0009021796355
254	0.0009021909236
255	0.0009021907701
256	0.0009021861264
257	0.0009021936612
258	0.0009021785653
259	0.0009021785653
260	0.000902173064
261	0.0009021684081
262	0.0009021722392
263	0.0009021695849
264	0.0009021654205
265	0.0009021487517
266	0.0009021591232
267	0.0009021627267
268	0.0009021345871
269	0.0009021535628
270	0.000902134707
271	0.0009021429729
272	0.0009021263045
273	0.0009021199568
274	0.0009021414566
275	0.0009021274842
276	0.0009021251548
277	0.0009021251548
278	0.0009021251548
279	0.0009021187846
280	0.0009021285644
281	0.0009021129555
282	0.0009021045339
283	0.0009021125294
284	0.0009021022532
285	0.0009021062191
286	0.0009021062191
287	0.0009021039647
288	0.0009021037745
289	0.0009020837702
290	0.0009020962971
291	0.000902090747
292	0.0009020622861
293	0.0009020720829
294	0.0009020638215
295	0.0009020638215
296	0.0009020638328
297	0.0009020710634
298	0.0009020781376
299	0.000902052803
300	0.0009020702995
301	0.000902083359
302	0.000902057193
303	0.0009020759926
304	0.0009020412282
305	0.0009020555077
306	0.0009020533731
307	0.0009020343563
308	0.0009020343563
309	0.0009020430924
310	0.0009020531888
311	0.0009020431195
312	0.0009020431195
313	0.0009020482742
314	0.000902040466
315	0.0009020469269
316	0.0009020469269
317	0.0009020469269
318	0.0009020443092
319	0.0009020443092
320	0.0009020348981
321	0.0009020231052
322	0.0009020239029
323	0.0009020136305
324	0.0009020124471
325	0.0009020127205
326	0.0009019948188
327	0.0009020026815
328	0.0009019910917
329	0.0009020134208
330	0.000901997149
331	0.0009020013246
332	0.0009019884711
333	0.0009019955266
334	0.0009019679047
335	0.0009019598193
336	0.0009019536926
337	0.0009019302192
338	0.0009019434314
339	0.0009019434314
340	0.0009019327517
341	0.0009019307302
342	0.0009019258918
343	0.000901919428
344	0.0009019098259
345	0.0009019259629
346	0.0009019250978
347	0.0009019209962
348	0.0009019215159
349	0.0009019198232
350	0.0009019059182
351	0.0009018940018
352	0.0009019168235
353	0.0009018919458
354	0.0009018980135
355	0.0009018892353
356	0.0009018854858
357	0.0009018814787
358	0.0009018988066
359	0.0009018988066
360	0.0009018884256
361	0.0009018804338
362	0.0009018710078
363	0.0009018710078
364	0.0009018710078
365	0.0009018710078
366	0.0009018722989
367	0.0009018505604
368	0.0009018381945
369	0.0009018338112
370	0.0009018506448
371	0.0009018417514
372	0.0009018301487
373	0.0009018511121
374	0.0009018393192
375	0.0009018541613
376	0.0009018299556
377	0.0009018476243
378	0.0009018397129
379	0.0009018284893
380	0.0009018284893
381	0.0009018284893
382	0.000901826058
383	0.0009018151864
384	0.0009018235264
385	0.0009018179078
386	0.0009018200686
387	0.0009017884388
388	0.0009017884388
389	0.0009017884388
390	0.0009018045495
391	0.0009018113579
392	0.0009017849926
393	0.0009017895876
394	0.0009017895876
395	0.0009017928878
396	0.000901780668
397	0.0009017703057
398	0.0009017751067
399	0.0009017726313
400	0.0009017738306
401	0.0009017594911
402	0.0009017588237
403	0.0009017661226
404	0.0009017620481
405	0.000901774148
406	0.0009017677292
407	0.0009017677292
408	0.0009017545844
409	0.0009017545844
410	0.000901760801
411	0.0009017545807
412	0.0009017569962
413	0.0009017396346
414	0.0009017424395
415	0.0009017472817
416	0.0009017381449
417	0.0009017381449
418	0.0009017381449
419	0.0009017424046
420	0.000901738626
421	0.0009017444785
422	0.0009017389043
423	0.0009017262634
424	0.0009017423575
425	0.0009017309025
426	0.0009017309025
427	0.0009017051793
428	0.0009017053403
429	0.0009017269637
430	0.0009017092913
431	0.0009017217507
432	0.0009016983381
433	0.00090170034
434	0.0009016946955
435	0.0009016946955
436	0.0009016970848
437	0.0009016970848
438	0.0009016970848
439	0.0009016991595
440	0.0009016991595
441	0.0009016991595
442	0.0009016975433
443	0.0009016857542
444	0.000901692042
445	0.0009016918623
446	0.0009016810414
447	0.0009016874827
448	0.0009016874827
449	0.0009016697391
450	0.0009016660457
451	0.0009016660457
452	0.0009016751347
453	0.0009016798422
454	0.0009016798422
455	0.0009016620536
456	0.0009016620536
457	0.0009016600023
458	0.0009016503553
459	0.0009016371431
460	0.0009016382141
461	0.000901655909
462	0.0009016341284
463	0.0009016536396
464	0.0009016550177
465	0.000901629803
466	0.000901629803
467	0.0009016138495
468	0.0009016138495
469	0.0009016138495
470	0.0009016272414
471	0.0009016272414
472	0.0009016218346
473	0.0009015894491
474	0.0009015977891
475	0.0009016240824
476	0.0009016089752
477	0.0009016089752
478	0.0009016041518
479	0.0009015865467
480	0.0009015908497
481	0.0009016127427
482	0.00090159616
483	0.000901594883
484	0.0009015770158
485	0.0009015880335
486	0.0009016029983
487	0.0009015908384
488	0.0009016053726
489	0.0009015945197
490	0.0009015945197
491	0.0009015730874
492	0.0009015789445
493	0.0009015744992
494	0.0009015723159
495	0.0009015723496
496	0.0009015697057
497	0.0009015847754
498	0.0009015896401
499	0.0009015702787
